Type,Restaurant_Name,Review_Title,Rating,Review_Date,Review_Content
Japnese,"Waku Ghin, Singapore","always at its best, innovative .",50,19 November 2015,"The pinacle of haute japanese cuisine. From the outstanding service to the awesome dish presentation to the taste. Very innovative and passionate .
Very individualised service at the tapanyaki counter."
Japnese,"Waku Ghin, Singapore",Cocktails and oysters! ,50,6 November 2015,"We had cocktails and oysters at the bar. These surely must be the best cocktails in town, the bartender is a proper cocktail bartender. We had the Irish and the Canadian oysters, they were both delicious."
Japnese,"Waku Ghin, Singapore",Glad I went...! ,40,2 November 2015,"This place is expensive! The food was great and very well presented. Some amazing produce cooked to perfection. The restaurant itself is a little impersonal. We were in a 2 and had to share our kitchen with another pair. It was a bit awkward and quiet. Wine by the glass menu was a bit limited, but had some good choices. The special of the night was a couple of dishes using white truffle which was out of this world. Not sure I'd go back, given the price but I'm glad I went."
Japnese,"Waku Ghin, Singapore","Unique experience, including the laser light show",50,24 October 2015,"A Top 100 World list place we just had to try. The location, above the large casino floor, is interesting but the noise is not a factor once you get inside. Seating is bar-like in front of the cooking table with several other diners, but only 6 people a separate room. The tasting menu is very well done, mostly seafood and well presented. The one glitch was no one offered us a drink before dinner nor a wine list. We had to ask if there was wine or wine pairings, after which they said, ""Oh yes"". Once that hurdle was overcome, the wine pairings were quite nice. After dinner and before dessert, you are escorted to a more conventional dining area with a window over the bay. While finishing dessert and coffee, you view the laser light show. A great ending to a wonderful dinner. "
Japnese,"Waku Ghin, Singapore",Great stuff,50,21 October 2015,Real good stuff with top quality ingredients. Tho it is quite expensive. Personally i would have preferred a more simple serving of the wagyu beef as opposed to different sauces placed on it
Japnese,"Waku Ghin, Singapore",Sea Urchin????,50,20 October 2015,"Based on the reviewers, I decided to try this restaurant. I am interested to visiting this place because, I can taste the pleasures of sea urchins.. and finalyyyy I tasted straight sea urchin ... and it offered a sense of truly exceptional.. WONDERFULL"
Japnese,"Waku Ghin, Singapore",Interesting Dining Experience from the mind of Tetsuya,40,19 October 2015,"We booked for our anniversary (6 weeks beforehand) because we had heard about this restaurant. Even though it doesn't quite rank on the World scale, it still is on every Foodie's list to visit. The communal-style dining booths are a bit hard to get used to particularly if you have annoyingly loud strangers as your dining companions (which we did). You sit up at a Teppan plate with your own chef who cooks for you. This is terrific and if you have a friendly chef, it makes for an great dinner conversation (which it was). We supped on a plethora of fresh seafood including sea urchin, Tasmanian abalone (we flew thousands of kms to eat Aussie local!) and scampi and finished with Wagyu. You are then transferred to a quieter dining room to finish your desserts. It was an experience that whilst very expensive, and not quite the romantic anniversary dinner we were hoping for, was definitely worth ticking off the list."
Japnese,"Waku Ghin, Singapore",Amazing restauarnt,50,6 October 2015,"This restaurant really is an experience. It is also outrageously expensive. The sea urchin was interesting to say the least. You sit in one of 4 small rooms. There were 3 of us in one room when I visited. Some of the food is brought to you already plated, and other meals are prepared in front of you by your personal chef. For desserts you go to another room. All great fun"
Japnese,"Waku Ghin, Singapore","Expensive, but really good",50,13 September 2015,"This is the most expensive meal I've had in my whole life. Despite that statement, it's one of the best food I've had in my life. Since it's a 10 degustation course; we were estimating the cost of each dish, and more or less it's really worth the amount you're paying for. I enjoyed as well being right in front of the chef as they prepare the dishes in front of you. "
Japnese,"Waku Ghin, Singapore",An unforgettable dinner prepared by chef Masaya Suzuki,50,13 September 2015,I love Japanese food. And I particularly like sea urchin. So when I found out about a Japanese restaurant that incorporates sea urchin into its signature dish I had to try it.The restaurant is located in the Marina Bay Sands complex and one of the dele rity chef restaurants. I enjoyed the 10 course omakase menu prepared by chef Suzuki Right in front of me and 4 other guests - particularly the sea urchin signature dish. I was also introduced to a delicious sake from the Masuizumi brewery's platinum collection. I have never tasted such a smooth and well balanced sake before.
Japnese,"Waku Ghin, Singapore","Elevated Contemporary Japanese....good, but not great.",40,24 August 2015,"Tetsuya Wakuda as a brilliant chef brings me back memories of my time in Sydney in 2000, so when I saw his restaurant in Singapore (back in 2014) was on the top 50 list, I needed to go! You have to meander above the casino floor to go to the restaurant, but once in you are transformed by the decor. Very stylish, very sleek. You are ushered to a room where there is about 8 chairs in front of a teppanyaki cook top where you chef prepares all sort of delightful dishes. It was very entertaining and inspiring to watch the process. The presentation was spectacular and visually very appealing, but the flavour (especially after our dinner at Andre) it was not great, mind you it was very delicious, but I guess I was expecting transcendence. Would I recommend the place, sure but maybe as a second or third choice of restaurants in Singapore. The food was wonderful, but I guess my expectations was a little too high."
Japnese,"Waku Ghin, Singapore",Interesting but overall not as inspiring as I would have imagined,30,23 August 2015,This was a good meal don't get me wrong. I liked the way you were seated in a group setting (I was on my own) and got you seat at the cooking table. The presentation of the fish was excellent and some of the courses were truly great. But some were really very average. The wine choices were relatively expensive - even by this type of restaurant standards. My bill for one person came to 630 Singapore dollars. That makes this one of the most expensive meals I have had in the last two years. This didn't make the top 5 meals and might not make the top 10 if I go back and look at it. So that's why it gets an average.
Japnese,"Waku Ghin, Singapore",Modern Japanese Cuisine with Excellent Service,40,23 August 2015,"serving modern japanese cuisine, bringing new twist to the usual ones you used to have. excellent service, extensive wine collection available."
Japnese,"Waku Ghin, Singapore",Great Dinner,50,18 August 2015,"I tried Tetsuya in Sydney many years ago and that was memorable. I heard a lot of great reviews about Waku Ghin, I visited, and was not disappointed. The restaurant was nicely decorated , the food was excellent ( nothing too fancy ) and the services were top class. I liked to bamboo clams and steak most in the tasting menu, but truly , everything else was well executed. Thanks again, chef Tetsuya."
Japnese,"Waku Ghin, Singapore",Simply The Best,50,17 August 2015,"Chef Tetsuya cooks the best food with the best ingredients ... Waku Ghin gives nothing but the best food and service ... The Botan Shrimp and Uni, The Ohmi Beef are our faves!"
Japnese,"Waku Ghin, Singapore",Over the top,30,4 August 2015,"I've heard that this type of ""ultra fine-dining"" is going out of fashion in Singapore. I must say after visiting Waku Ghin I can understand why. We expected the ten course menu to be decadent, but with such rich flavours heavy on protein we found it difficult to enjoy much past the 5th. This was largely due to the pace the courses came out - we barely had time to finish our matched wine before the next glass was being poured. Perhaps we eat more slowly than the other diners, however we believe an experience like this is to be savored. There were some stand-out dishes that we thoroughly enjoyed, such as the sea urchin with prawn and caviar. The heavier dishes such as the lobster were not to our taste. Moving to a more intimate setting for desert was a nice touch. The $1500 bill at the end of the night was expected but was it ten times better than other meals we've had in Singapore? Probably not."
Japnese,"Waku Ghin, Singapore",Food Heaven,50,3 August 2015,"This is a must on the bucket list.Price is not a consideration, this exceeds any concept of value for money.This is art at its highest formHad the degustation menu with matching beverage. The experience from the moment we entered till we left AAA++"
Japnese,"Waku Ghin, Singapore",Visiting Tets in Sing,50,28 July 2015,"Been loving Tets food in Sydney for over 20 years so when we were in Sing, couldn't resist when the opportunity to dine at Tet's venture in Sing. It's only seats 20+ people at a time, most dishes were cooked in front of diners. Some of the produces were flown in from Tasmania, Japan etc… Waku Ghin serves Japanese dishes, unlike Tetsuya's in Sydney (Japanese with a touch of French). Excellent meal… Excellent selection of wine and sake too…Highly recommend"
Japnese,"Waku Ghin, Singapore",Sadly Disappointed,30,24 July 2015,"I went to this restaurant with such high hopes (50 Best in the World, Friends highly recommended, etc etc…), I was summarily disappointed however. The food, yes, was quite tasty, was it worth what we were charged for it, however, no. We are more than willing to dole of money on a special dinner, this just wasn't all that special. It all just felt forced and a bit rushed (my brother characterized it as Benihana's Logical Maximum). We enjoyed the use of the Teppan grill and our chef was friendly. As a whole it just wasn't on par with its peer competitors we have dined at around the globe, especially given the exorbitant price."
Japnese,"Waku Ghin, Singapore",Impressive!,50,13 July 2015,"The entire experience was awesome, all the dishes were beautiful, using the best ingredients and pretty culinary skills. Quite pricey $400++ exclude drinks for 10 courses, but definitely worth!
Check my blog for the entire review with clear/detailed pictures 【http://missneverfull.com/singapore-waku-ghin/】"
Japnese,"Waku Ghin, Singapore",Welcome to Singapore,50,11 July 2015,"One of our first meals in Singapore after moving from Sydney. Amazing experience, amazing food, once in a lifetime! We got a tour of the kitchen after our meal as we were so complimentary! Don't recommend for non seafood lovers."
Japnese,"Waku Ghin, Singapore",Too expensive for average food,20,11 July 2015,"I've been to many top restaurants around Singapore but Waku Ghin was the most disappointed restaurant on my list. This was my first time here and will never ever come back to this over-rated restaurant. I was served with cheap and low quality seafood for $400/pax. A bottle of water is $20sgd. One small boston lobster was served for 4 people... Small abalones werent even from Australia and the beef was cheap. I think with the money I spent, I can fly to Japan to eat something better. Avoid this place if you expect good food for $400/pax. "
Japnese,"Waku Ghin, Singapore",Fantastic dinner. I thought the bill was in Yen though. But if you can afford It. Go there !,40,6 July 2015,"Fantastic experience. Served and pampered at a special counter. Had our own chef. The food was unbelivable, still remember the sea urchin dishes, and multiple creative variations around Japanese Food. One of the very best meals and services we gave had full stop."
Japnese,"Waku Ghin, Singapore",Simply Superb,50,19 June 2015,"If you are going to splash out once in Singapore then this is the place. Everything from start to finish was superb. The very friendly greeting, intimate dining room with your own chef, theatrical cooking and sublime food with matching wines -all served very discretely and professionally. Yes it is mega expensive but( as stated many times in previous reviews) you know that before you go- just enjoy you only live once!"
Japnese,"Waku Ghin, Singapore","Fancy, Fancy, Fancy! Pricey, Pricey, Pricey! Despite, Excellent Food and Service!",50,15 June 2015,"If I had to give a quick sentence that describes my dining experience at Waku Ghin, it would be: It is like Benihana Hibachi restaurant but with better food and impeccable service. Yes, I know...comparing Asia's top restaurant to a Benihana is almost profane. The only qualities that they have in common are the sous chef cooking in front of a group of 6 people with a flattop grill, and they both serve ""Japanese"" food (the quotes pertain to Benihana).Anywho, Waku Ghin was a delightful experience, from beginning to end. The wait staff was extremely attentive. Some people might be annoyed with that; however, with the money that you're paying for this meal, you almost expect the staff to give you a back rub or even spoon feed you your dinner (jokes). There was a moment where I dropped my napkin AND my chopsticks back-to-back (due to the consumption of a half a bottle of vino). Sure enough, the speedy waiters replaced both in a sec! The food? Amazing. One of the best meals that I've ever had. The sea urchin/shrimp/cavier was amazing. Both beef dishes (Tasmanian/Wagyu) were the simplest, most delicious meat dishes that I've had. The desserts? Yummy. The pastry chef made a special wild strawberry and lavender honey cream crumble for us. I made it clear to the waiter that I don't eat berries, except for strawberries. This was just in case they were going to serve a ""berry"" dessert. So, they brought out this special strawberry dessert for us. :) Everybody else got a luscious-looking chocolate dessert, which would have been excellent to try. Oh well! Overall, this dining experience was, truly, a unique one. And, yes, most reviewers griped how expensive it is. Yes, it is a pricey restaurant. Would I preferred to pay less for this meal? Of course!! However, the bottom line is that this is a top restaurant, ran by a very popular Japanese chef, located in a very expensive hotel/casino. I believe you get what you pay for. This kind of Japanese food is meant to be simplistic, adventurous, and opulent. My advice is to keep an open mind and enjoy the food. Smell every dish. Savor every bite. This ain't your local neighborhood's Benihana's! This is elegant food at its best."
Japnese,"Waku Ghin, Singapore",Friendly staff Amazing food,40,15 June 2015,Fabulous restaurant very exspensive but great for a very special treat The staff are so friendly and helpful especially the sommelier who didn't overwhelm us with the prices of wine and selected a good Wine at a reasonable price The food is amazing and prepared freshly in front of you I would defiantly recommend this restaurant
Japnese,"Waku Ghin, Singapore",Part of the world's 50 best restaurants? Something is wrong here!,30,12 June 2015,"$400 each degustation dinner plus 10% service + 7% tax; now add $20 for a bottle of water ++ and $22 for a cocktail ++... so, dinner for two including two bottles of water and one cocktail $1100!!! Which we would have paid without pain if we would have had an amazing unforgettable meal as we expected but sadly this was not the case. Out of the 10 courses we only enjoyed the Shrimp with Sea Urchin topped with Caviar and the two slices of Kobe. We are aware that a degustation menu means small portions but honestly these people take this too seriously, our Charcoal Grilled Fillet of Tasmanian Grass-fed Beef with Tetsuya's Wasabi Mustard was ridiculously tiny!! I could even count the rocket leaves put in the plate as garnish. I won't make this review too long but the last savory dish Consommé with Rice and Snapper deserve a mention. I hardly found the fish and the consommé was so light and clear that with all due respect I have had better consommés at the hospital, sorry for the honesty. Same to say about the dessert. Melon? and a chocolate mousse? That was pretty ordinary for such an extravagant price! So disappointed after such a wonderful experience at Tetsuya in Sydney. "
Japnese,"Waku Ghin, Singapore",Really disappointed,20,12 June 2015,we are really sorry for Mr Tetsuya but this restaurant is nothing compared with the one in Sydney. It was good seeing him at the restaurant welcoming the guests.It all started very well with the display of fresh sea food to be served followed by the sea urchin signature dish but that was it. The portion size were very small to the ridiculous size of the Tasmanian cape grind steak to close with a bland consommé containing white rice and poached fish. We really expected more for S$1100 for two people.
Japnese,"Waku Ghin, Singapore","Sorry, this restaurant is over-rated",30,31 May 2015,"We REALLY wanted to love this Japanese restaurant. I mean it's rated 1 of the top restaurants in Asia! The service was lovely and attentive but for the price, there are so many other fantastic restaurant choices in Singapore that are more reasonably priced and the food is better. We ordered the 10 course menu with wine pairing. The ""signature"" dish was a marinated shrimp with sea urchin and caviar - and while it looked beautiful, I didn't like it. I think it was one of those dishes that you either love or hate. For such as spendy place, I wanted to eat food that really wow'ed me. The closest I got to ""wow"" was the wagyu roll with fresh wasabi (delicious) and the abalone with pasta. One of our waiters kept telling us this was a French restauratn - there is just no way! It is totally Japanese and I'm sorry to say that the food is over-rated."
Japnese,"Waku Ghin, Singapore",Best Japanese Restaurant in the World,50,19 May 2015,"This is an absolute MUST! If you like Japanese cuisine (and even if you don't), you just have to go there. Each course is amazingly designed, both visually and in terms of taste, can be accompanied with wine or sake (huge selection available for both) and will have you taste Japanese food in a new way!"
Japnese,"Waku Ghin, Singapore",Unique experience,50,19 May 2015,"This was one of the best dinner I have ever had!In the beginning it was difficult to find the place. You need to take an elevator, which is somewhat hidden to level 4 the atrium. Make sure you know where it is.Once you are there it is a special, sophisticated atmosphere. The service is high class Asian style, which from my point of view is much better than western type. It makes the guest feel very special and is never annoying.Going into the separe you are seated at a big counter in front of the teppan grill, where we were in total four people. Even it is a counter, there is much space and privacy. We were seated with two other people, but we still felt comfortable.And now the food, the reason why you should go to this place, it was outrageous, just unique! A 10 course menu, mainly seafood, just one Kobe beef dish, but definitely great. It's a mix of Japanese and high European cuisine. The dishes build up well. The highlight, which are many, were the signatory dish, raw botan shrimp, sea urchin and oscietra caviar. New Zealand scampi with gnocchi, so pure and delicious. Tasmanian abalone with a type of risotto. My favourite, slowly braised Canadian lobster. It was so tender and the sauce to deep in complexity, this was one of the best dishes I ever had, and the best lobster I have ever eaten. The taste of slowly cooked made it so special, besides the quality obviously. Incredible! The Kobe beef was served with fresh wasabi from the root, very special, I never had this before.And the desert were very good as well, it is served in another area with nice views on the marinha bay. For drinks, as usual in Singapore, alcohol is expensive. Instead of having four glasses of wine for a hundred dollar, you should take a full bottle for the same price. There is a good choice, we took a new zeeland white wine, there was only one. I like the mineral taste of this type and it was good.This was a definitively expensive experience, but worthwhile the full experience. If you can afford it, and you like high quality seafood you will be overwhelmed in this place. Go there! Next time I am in Singapore I will make sure to return. A unique experience, with world class seafood!!"
Japnese,"Waku Ghin, Singapore",Fantastic,50,26 April 2015,This is a MUST in Singapore. The food is spectacular and interestingly composed. Service and presentation was exceptional. View from the post dining room great too which allows you to chill and talk. Problem is getting a reservation.
Japnese,"Waku Ghin, Singapore",On my best 3 restaurant,50,23 April 2015,Since I step in the restaurant till the goodbye I had one of my best food and hospitality experience. Beside a great meal execute to perfection and great attention to details the balance of the dish was great. A linear crescendo that I really appreciate. Service was discrete but present at the right moment. Polite and with a smile that make thinks always better. Definitely in my best 3 restaurant since today. Thanks for the great experience. 
Japnese,"Waku Ghin, Singapore",Every course was incredible,50,8 April 2015,"I'm rating this restaurant 5 stars based on solely the food and service.
The food was incredible. To be honest I could hardly pronounce any of the ingredients, but the waitstaff who hand delivered our plates to us described exactly what they used."
Japnese,"Waku Ghin, Singapore",Expensive for average food,20,6 April 2015,"Second time round - why didn't I learn from my first experience? - both times were equally disappointing. Its about 500/pax if you dont have a lot of drinks. The food was nothing special - the gimmick is that they cook some dishes in front of like a teppanyaki - but it does mean if you are a couple, the timing of your dishes matches the other couple in the room. Their special is the uni, botan and cavier dish -but standard has dropped from last time because my first time round it was the only earth-shattering dish but this time it was less creamy, didn't blend as well and therefore forgettable. All the dishes were forgettable except for the wagyu beef which was the only good dish in the entire 10 menu. Completely disappointing"
Japnese,"Waku Ghin, Singapore",Great ingredients and faultless service,40,28 March 2015,"Online booking is a breeze and the email responses are rapid and thorough. The restaurant takes seatings for dinner only at 6.30pm and 8.30pm. Menu is a 10-item degustation where dietary restrictions are entertained. There is a bar outside and drinks can be brought into the restaurant proper. There are 2 private rooms/cooking stations where 7-8 guests sit at a table in front of a chef. The fresh seafood ingredients are presented to diners for their admiration before dinner starts. Diners are offered still, sparkling or mineral water with free flow over the evening for a fixed price per person. We had the famed botan shrimp with uni and caviar, abalone, scampi and lobster. A thin piece of ohmi beef was also on the menu. The Japanese chef was polite but not completely comprehensible. We enjoyed his cooking techniqes. At one point we were politely advised by a member of the wait staff not to take videos of the cooking, but that still photos were fine. After the savoury dishes diners then are invited to a lounge for desserts, where desserts, petit fours and coffee/tea are served to round off the meal. I found the food tasty and well-presented, although I think it is hard to go wrong with the premium ingredients used. I did not find the dishes exceptional in creativity - no real 'wow' factor. All in all, was happy I came, but do not think it's worth coming again in view of the price! One can get excellent Japanese (and other food) for a fraction of the cost with equivalent satisfaction."
Japnese,"Waku Ghin, Singapore",Top 20 best in Asia,50,26 March 2015,Abit pricy $400++ pp but if you love seafood then this place is to be ... Nothing fancy besides the ingredients ... simple food cooked well. Pretty food and great skills no wow factor but nothing wrong with the food :) just no wow factor.Highlight dishesTetsuya chocolate cake
Japnese,"Waku Ghin, Singapore",a rarely 4.5 star for a japanese restaurant in Sg,40,21 March 2015,"it is extremely close to a full marks minus some of its logistic timing arrangement (fixed 8pm or 530pm dinner timing w totally no lunch timing) and limited window view , as well as some limited choices of wine/sake (some options only have a whole bottle rather than in per glass charging)Its standard is well-maintained from service to pleasant-looking & attentive staff (well diverse of races). Not to mention its standards in Culinary: primarily focused on most japanese-imported stuff with fusion. Freshness, Fine dining...They could be even more daring in their attempt, i felt safe but i would love to see some risks...All of us love the tenderness of its bread (little things score!) , and then its caviar, boston lobster, sea urchin, the honeydew is fibrous w natural sweetness...(two types of beef : Ohmi beef and sorry i forgot the other one)The abalone from aust didnt really fare on the highest range of scores...We can ask for another round of bread or cold dish too, however it is just too filling, though the meal is served only in degustation form(Side point: Luv their signage of their lavatories )Do NOT step in if you do not have S$500 per pax....is that why the server is shocked that i m a Singaporean (yet not a paid food critic)?"
Japnese,"Waku Ghin, Singapore",Seriously!!!!,30,17 March 2015,"Was the experience relatively enjoyable? Yes. Was it worth $800 per person?No. Adjectives that come to mind. Pretentious & deceitful. Pretentious I was expecting. Deceitful not so much. On arrival we were offered Dom champagne in a gestural manner that implied it was on the house! The bottle was already open! It then appeared on the bill as a $550.000 open alcohol item! You would be right to think that our asking would be a sensible thing to do - but the feeling is 'if you have to ask, you shouldn't be there'. Any way, my advice: If your being shouted - go.If you feel the need to be showy - go If spending $1600 per couple on dinner is chum change - goYou are a major foodie - go If you do not fit into the above - don't go."
Japnese,"Waku Ghin, Singapore",Excellent romantic dinner,50,12 March 2015,"What more can you ask for in a restaurant when the chefs, service and food made me look like the perfect husband I am. My wife could not stop raving about our experience at Waku Ghin and the price tag was not an issue after our luck at the pontoon table. Perfect end to our weekend at sands."
Japnese,"Waku Ghin, Singapore",Great,50,4 March 2015,"This was a great experience with a good concept.For the savoury dishes, you are seated in a communal room that seats 4 with a chef who prepares some of the dishes in front of you on the grill. The chef was very personable and explained the dishes thoroughly and the staff provided great service.For the dessert courses, you are moved into the main restaurant area which over looks Marina Bay. The cost is $400 (not including 7% gst and 10% service charge), however is well worth it as it is a unique experience."
Japnese,"Waku Ghin, Singapore",Can't describe how good this place is,50,3 March 2015,"Being a harsh critic and being to so many fine dining restaurants in the world this tops the list.Starting with the service, the chefs, the food and the atmosphere.Yes it's expensive but 100% you will not experience this again unless you come here.10/10 and if we come back to Singapore we would be sure on making a reservation. "
Japnese,"Waku Ghin, Singapore",Great food experience,50,1 March 2015,"The concept is nice, the chef is cooking in front of you, you get the see the products before they are cooked, everything is perfect even if the seating is not very sociable as guests are aligned in front of the cooking table so difficult to interact with the other person but the one next to you. The food was absolutely amazing and so was the wine. At the end of the meal you are taking to a salon to have your dessert and coffee. The cake was really good ( not often the case in Asia !!!) and the staff is really helpful and friendly. It does come with an hefty bill to match though so be prepared to spend some serious cash to have this amazing experience."
Japnese,"Waku Ghin, Singapore",Double Celebration justifies the price...,50,19 February 2015,"Was there to celebrate wife's birthday with her favourite niece, nephew and spouses. Interesting that the chopsticks were visibly damp - reason is to prevent food from sticking and apparently it's also a Japanese welcome. Food, ambience and service are as described by the other reviews.. price too. We thoroughly enjoyed the recommended sake and champagne! Thoughtful of them to provide a dainty birthday cake but even more thoughtful was an additional Anniversary dessert - they probably took the cue from our noisy Yam Sengs... much appreciated."
Japnese,"Waku Ghin, Singapore",A real dining experience!,50,10 February 2015,"This was one of my best meals ever! I had been to Tetsuya's restaurant in Sydney and was blown away by that experience, so I thought I would treat my girlfriend to a dinner at Waku Ghin. The meal was an amazing experience. The service was exceptional and the professionalism of the staff was impressive. We were lucky to get a great table where the Sous Chef himself cooked for us! Wow! No menu, beautiful seafood that is presented to you prior to your dinner, and course after course of wonderfully cooked and unadulterated food! The attention to detail is amazing! From the choice of tableware, ingredients, to even serving Gyokuro tea! My hat goes off! The sake sommelier was an extremely nice touch also! Would definitely return on my next trip to Singapore. The highlight of the meal for me was definitely the urchins!"
Japnese,"Waku Ghin, Singapore",Romantic dinner ,40,1 February 2015,Took my wife for a treat - amazing food - equally amazing bill. From a culinary point of view really enjoyable but just so hard to justify the crazy bill.
Japnese,"Waku Ghin, Singapore",The best dinner yet!,50,29 January 2015,"Yep, this is the one. The food was exceptional. The service impeccable. The chef friendly, knowledgable and very skilful. Don't eat all day so you can saviour the food. Testuya has well and truly excelled himself in this Japanese inspired restaurant."
Japnese,"Waku Ghin, Singapore",Brilliant meal and experience!,50,24 January 2015,"Well worth the accolade of 7th best resturant in Asia (San Pellegrino) the preparation, ingredients and quality of cooking is top notch. A very different experience to Tetsuyas in Sydney, but that's what's great about it, it's not a Nobu style cut and paste job. Very well thought out. High attention to detail. Don't miss a cocktail at the bar before your meal!"
Japnese,"Waku Ghin, Singapore",One of my Favourite Dining experiences!,50,14 January 2015,"Waku Ghin was one of the best meals I've had in my life - completely memorable.Having dined at many michelin/san pellegrino top 50 restaurants/hatted, usually most meals blur together making it hard to remember.Per Se is probably my favourite restaurant and one that i remember clearly and Waku Ghin is probably up there also.The food was amazing, the showmanship and experience made it a wonderful night out."
Japnese,"Waku Ghin, Singapore",High quality dining experience!,40,1 January 2015,"Even though it was quite pricey, we had a great time as the chef was very friendly and the ingredients were extremely fresh and unique. The highlight was the sea urchin with caviar! Heavenly! Would definitely come back again!"
Japnese,"Waku Ghin, Singapore",In two minds,40,26 December 2014,"Loved the concept - personal chef etc - and their were some standout dishes (Sea urchin, Caviar). As a total dining experience though, just fell short of being ""wow"". Great, but not in our top 10."
Japnese,"Waku Ghin, Singapore",As expected,50,24 December 2014,"Having had the opportunity to visit Tetsuya's Tetsuya's in Sydney twice I did not want to miss the chance to visit this Singapore location. I was not disappointed. Food was innovatively prepared, well tasting- and served. Service was attentive and well executed. Seating might not suit everybody. Nothing to complain about."
Japnese,"Waku Ghin, Singapore",Again and again... And again.. The best restaurant in the world...,50,7 December 2014,"After probably over 10 diners at Waku Ghin the last 3 years, it is each time the best gastronomic experience in the world...again and again and again..."
Japnese,"Waku Ghin, Singapore",Special Occasion,40,30 November 2014,"The entire experience is fantastic. The doors are opened as you walk in, the preparation of the first drink in proper Japanese perfection, the courteous nature of the staff, the chefs. And then the food - impeccable, sublime, heavenly. Expensive - but worth every cent for a special occasion."
Japnese,"Waku Ghin, Singapore",Average ,30,20 November 2014,"With so many other places to have good japanese food in singapore (which aren't cheap either), this restaurant is really expensive!! Perhaps it's the fact that its in Mbs. But it's not bad, it's more for the atmosphere than the food I would say"
Japnese,"Waku Ghin, Singapore",Interesting concept,50,20 November 2014,"The concept of the restaurant is that you sort of have your own personal chef who caters to your culinary needs. Unfortunately if you are only two you will be seated with strangers, so if privacy is an issue you should probably take it up with management beforehand. The young chef was knowledgeable and combined service with excellent cooking. The menu is varied. The chef explained the concept is French cuisine with a Japanese twist, but for my western taste it seemed more Japanese to me. I loved their sea urchin creation and could eat easily ten of them. You can enjoy a laser show during dessert if you get the timing right, the laser show was at 21:00."
Japnese,"Waku Ghin, Singapore",Highly recommended!,50,16 November 2014,"Nice arrival at the foyer from Marina Sands Mall where you can see the interior of the Casino.Great reception from the staff. Placed in a private dinning room at the chef's table!Amazing Japanese fusion kitchen where we were offered a 12 course dinner based in the best quality ingredients presented upon arrival!Perfect combination of flavors, and portions! Impeccable presentation!Pricy but worth every penny!!!Highly recommended!"
Japnese,"Waku Ghin, Singapore",One of the best restaurants in Singapore,50,15 November 2014,"I was here for a birthday treat given by my husband. A few dishes stood out in particular. 1. Fresh oyster given an Asian dressing (Alas, I have forgotten the names of the dishes) I would have never thought to pair oyster with vinegar. That was brilliant.2. Smoked eggplant. I would never have thought eggplant could taste like this. The smokiness that came along with the eggplant was sublime.3. Omi beef. Need I say more?4. Scampi. It was juicy, fleshy, tasty... I don't know if I could use any more adjectives for this.The gyokuro served at the end of the meal was a lovely touch.The only dish that we were a little disappointed with was the uni with caviar. Perhaps, the earlier dishes have built the expectations too high for this signature dish. Or perhaps, we were too used to the uni served at the sushi-yas. It did not suit my palate.Otherwise, it was a fantastic meal with impeccable service at Waku Ghin. This restaurant is easily one of the best in Singapore."
Japnese,"Waku Ghin, Singapore",Over rated and very expensive,30,30 October 2014,"The place has very nice ambiance. Foods are just average but very pricey. The service ws very good. Tried it once, guess that's enough for me."
Japnese,"Waku Ghin, Singapore",Totally overrated - nothing special,20,26 October 2014,"The style of dining here is interesting. The courses are comprised of excellent quality ingredients, and some are reasonably enjoyable. The sommelier is terrible, and showed no indication of having any knowledge of wine whatsoever - best to make your own choices. Deserts well below average. Overall, very disappointing even without regard to the cost of dining here. There are much better options in Singapore (including, as the last reviewer suggested, The Tippling Club, and Tetsuya's in Sydney is streets ahead."
Japnese,"Waku Ghin, Singapore",One of the best omakase tepanyaki,50,18 October 2014,"It's very delicious, very simple, and only omakase. Reservation is tough though.. Very difficult but it's worth every penny. The appetizer is good, the Sea urchin appetizer is excellent, one of the signature dish. Everything is awesome."
Japnese,"Waku Ghin, Singapore",Pricey but worth the experience,40,8 October 2014,"Our favourite meal in Singapore. Ever. Yes, it's expensive, but you get over it and realise you just had an out-of-body experience of raw (and perhaps blow-torched) fish. We were awed by the chef's before we even tasted the food. Then we ordered and ate. Then we told the chef to serve us whatever. It was awesome experience."
Japnese,"Waku Ghin, Singapore",Don't believe the hype. Go to the Tippling Club instead.,10,8 October 2014,"We had high expectations of this restaurant on the basis of glowing reviews and previous positive meals at Tetsuya's in Sydney but sadly these were ill founded. The meal was good for the most part but not great but certainly not worth $400 per head. The 10 course menu is very meagre and small items which would usually be considered amuse bouche or palate cleansers are included as full courses. 2 or 3 of the dishes were memorable but not knock-out, including the kobe beef though this could also have been down to the fact that the portion size was so small - only half a small steak each. Dessert was small (notice a theme here!) and slightly boring. The options for those with dietary restrictions are also unspectacular and lacking in variety. My husband's first two substitute dishes looked identical. In addition, they were not prepared on the teppan and appeared from a hidden kitchen leaving diners with restrictions feeling less carefully catered for and therefore distinctly unloved. The sommelier had no idea about the wine selection and suggested entirely inappropriate but expensive wines despite a very careful description of what we wanted. Overall, a very disappointing experience. We had been fortunate enough to have a superb meal at The Tippling Club in Tanjong Pagar a few days beforehand which was truly spectacular and less than 2/3 of the price of Waku Ghin. If you want something really special, head to The Tippling Club instead and ask for a seat at the counter where you'll see some really interesting cooking in their open plan kitchen."
